"Date","Price","Open","High","Low","Vol.","Change %"
"07/01/1993","448.10","450.50","451.10","441.40","","-0.53%"
"06/01/1993","450.50","450.20","455.60","442.50","","0.07%"
"05/01/1993","450.20","440.20","454.60","436.90","","2.27%"
"04/01/1993","440.20","451.70","452.60","432.30","","-2.55%"
"03/01/1993","451.70","443.40","456.80","441.10","","1.87%"
"02/01/1993","443.40","438.80","450.00","428.20","","1.05%"
"01/01/1993","438.80","435.70","442.70","426.90","","0.71%"
"12/01/1992","435.70","431.40","442.60","428.60","","1.00%"
"11/01/1992","431.40","418.70","431.90","415.60","","3.03%"
"10/01/1992","418.70","417.80","421.20","396.80","","0.22%"
"09/01/1992","417.80","414.00","425.30","412.70","","0.92%"
"08/01/1992","414.00","424.20","425.10","408.30","","-2.40%"
"07/01/1992","424.20","408.20","424.80","407.20","","3.95%"
"06/01/1992","408.10","415.40","417.30","399.90","","-1.76%"
"05/01/1992","415.40","414.90","418.80","409.90","","0.12%"
"04/01/1992","414.90","403.70","416.30","392.40","","2.77%"
"03/01/1992","403.70","412.70","413.80","401.90","","-2.18%"
"02/01/1992","412.70","408.80","418.10","406.30","","0.95%"
"01/01/1992","408.80","417.00","421.20","408.60","","-1.99%"
"12/01/1991","417.10","375.10","418.30","371.40","","11.17%"
"11/01/1991","375.20","392.50","398.20","371.60","","-4.41%"
"10/01/1991","392.50","387.90","393.80","376.10","","1.19%"
"09/01/1991","387.90","395.40","397.60","382.80","","-1.90%"
"08/01/1991","395.40","387.80","396.80","374.10","","1.96%"
"07/01/1991","387.80","371.20","387.80","370.90","","4.47%"
"06/01/1991","371.20","389.80","389.80","368.00","","-4.77%"
"05/01/1991","389.80","375.40","389.90","365.80","","3.84%"
"04/01/1991","375.40","375.20","391.30","370.30","","0.05%"
"03/01/1991","375.20","367.10","379.70","363.70","","2.21%"
"02/01/1991","367.10","343.90","371.00","340.40","","6.75%"
"01/01/1991","343.90","330.20","343.90","309.40","","4.15%"
